Record Number,Section,Page Name,Canonical URL,Page Type,Primary Topic,Secondary Topics,Category,Design Priority,Core Message,Primary Audience,Approved Headline,Alternative Headline,Category Label,Diagram Type,Visual Concept,Avoid List,Proposed Alt Text,Export Filename,Visual Similarity Group,Current Image Filename,Design Status,Notes
117,Blog,Public Transport Ticketing (Part 3) (Archive 2020),https://ambisecure.ambimat.com/blog/archive/public-transport-ticketing-part-3/,INDUSTRY ARTICLE,Transit security,Smart cards; NFC,Transit ticketing,3,"Singapore, Indonesia and Hong Kong show closed-loop fare cards outgrowing the gate and becoming general-purpose stored-value instruments.",Transit-system architect,When a Transit Card Becomes Currency,Closed-Loop Cards Outgrew the Gate,BLOG,DEVICE NETWORK,"Dominant object: three city clusters — Singapore, Jakarta, Hong Kong — with each fare card's reach radiating outward past the fare gate into non-transit acceptance. Five nodes only: (1) Singapore EZ-Link / CEPAS, radiating to taxis, ERP gantries, car parks and convenience stores, (2) Indonesia TransJakarta, with bank-issued e-tickets acquired at shelters, minimarkets and banks and reused on the Commuterline, (3) Hong Kong Octopus, radiating widest — retail, parking meters, vending, libraries, building access, (4) the validator as the common tap point every card funnels through, (5) the SAM behind the validator holding the offline trust that lets the tap settle without a network round trip. Inside hardware: SAM keys at the validator, card keys in the card — neither crosses the RF gap. External comms: the contactless tap and the later settlement upload. Labels allowed: ""EZ-Link / CEPAS"", ""TransJakarta"", ""Octopus"", ""Validator"", ""SAM"", plus a small ""Part 3 of 3"" corner tag. Variation within VSG-TRANSIT: this is the outward radiation of card acceptance beyond transit — distinct from Part 1's architecture comparison and Part 2's converging-validator view.","Do not label EZ-Link, Octopus, or FeliCa-family cards as EMV — they are CEPAS/FeliCa closed-loop schemes, and conflating them erases the page's point; Do not tag this image Part 1 or Part 2 — this is Part 3 of the three-part AFC series and covers Singapore, Indonesia and Hong Kong only; Do not show SAM keys leaving the validator's secure module; Do not imply AmbiSecure supplied or operates EZ-Link, TransJakarta, or Octopus; Do not present the body's 2020 adoption figures (Octopus at 99% of residents) as current on-image text","Hub-and-spoke diagram placing an EZ-Link transit card at the centre, linked to MRT/LRT, bus, taxi and ERP gantry payment points.",ambisecure-blog-archive-public-transport-ticketing-part-3-1200x630.png,VSG-TRANSIT,blog-archive.png,Not started,"Held at P3: dated 2020 regional survey, low differentiation. SERIES: Part 3 of 3 with recs 118 (Part 2) and 119 (Part 1) — all three share VSG-TRANSIT and must be visually kin but regionally distinct; part tags must be correct. CONTENT MISMATCH FLAG: the meta description promises ""comparative notes across the analysed countries"" and the intro promises an EMV/ABT/closed-loop model comparison, but the body is a Singapore/Indonesia/Hong Kong regional survey — briefed to actual body content. Strong consolidation candidate: the three parts are one geographic survey split by continent and would serve better merged."
118,Blog,Public Transport Ticketing (Part 2) (Archive 2020),https://ambisecure.ambimat.com/blog/archive/public-transport-ticketing-part-2/,INDUSTRY ARTICLE,Transit security,Smart cards; NFC,Transit ticketing,3,"Across Europe and Latin America, closed-loop fare cards and open-loop bank cards ended up meeting at the same validator rather than displacing one another.",Transit-system architect,Contactless Bank Cards Reach the Gate,"Oyster, RioCard, and the Open-Loop Shift",BLOG,SYSTEM ARCHITECTURE,"Dominant object: two credential streams — closed-loop transit card above, open-loop bank card and phone wallet below — converging on one validator drawn at the centre. Five nodes only: (1) London Oyster alongside TfL's separate contactless bank-card acceptance, the first network in the world to take one, (2) Berlin's app and WelcomeCard mobile ticket across S-Bahn / U-Bahn / bus / tram / ferry, (3) Moscow's unified chip card with remote top-up plus PayPass and phone wallets, (4) Rio's RioCard and Brazil's first NFC mobile transit ticketing, (5) Mexico City's Metrobus contactless smartcard and multimodal Tarjeta DF. The two streams meet at the validator and stay distinct — same tap, different trust model. Inside hardware: card keys and the validator's SAM. External comms: the contactless tap and the top-up / settlement channel. Labels allowed: ""Oyster"", ""WelcomeCard"", ""Moscow"", ""RioCard"", ""Metrobus"", plus a small ""Part 2 of 3"" corner tag. Variation within VSG-TRANSIT: the dominant object is the convergence of two credential types on one validator — not Part 3's outward retail radiation or Part 1's optimisation comparison.","Do not brief this as Ambimat's own validator and SAM engineering story — the meta description says so, but the 2020 body is a UK/Germany/Russia/Brazil/Mexico regional survey; Do not tag this image Part 1 or Part 3 — this is Part 2 of the three-part AFC series; Do not show Oyster as an EMV card — it is closed-loop, running alongside TfL's separate open-loop contactless acceptance, not merged with it; Do not print the ""one in ten UK contactless transactions"" figure as current — it is a 2020 claim; Do not imply AmbiSecure operates or supplied any of these networks","Europe and Latin America fare systems from Oyster to RioCard, showing closed-loop cards and open-loop bank cards converging on a single contactless validator.",ambisecure-blog-archive-public-transport-ticketing-part-2-1200x630.png,VSG-TRANSIT,blog-archive.png,Not started,"Held at P3: dated 2020 regional survey. SERIES: Part 2 of 3 with recs 119 (Part 1) and 117 (Part 3). CONTENT MISMATCH FLAG — the most serious in the batch: this page's meta description and the site's cross-links describe it as ""how Ambimat Electronics has approached automated fare collection: validators, SAM-backed offline trust, and revenue assurance"", but the body contains none of that — it is a UK/Germany/Russia/Brazil/Mexico survey. Briefed to actual body content; the description warrants human review independently of the image work."
119,Blog,Public Transport Ticketing (Part 1) (Archive 2020),https://ambisecure.ambimat.com/blog/archive/public-transport-ticketing-part-1/,INDUSTRY ARTICLE,Transit security,Smart cards; NFC,Transit ticketing,3,"Asia's major fare-collection networks each optimised for something different — interoperability, coverage, or retail reach — and their architectures still show it.",Transit-system architect,Asia's Fare Systems Chose Differently,What Each AFC Architecture Optimised For,BLOG,COMPARISON,"Dominant object: a five-column comparison strip, one column per network, each headed by its card and footed by the single design goal it optimised for. Five nodes only: (1) India NCMC — interoperable open-loop EMV-based contactless, spanning transport, toll and retail, (2) China Yikatong — phone-based contactless replacing the magnetic-strip barrier era, (3) Saudi Arabia Riyadh — one system spanning on-board bus sale and validation plus metro station access control, (4) South Korea T-money — boarding and transfer data aggregated wirelessly at the depot rather than authorised live, (5) Japan Suica / Pasmo — FeliCa closed-loop, interoperable across 52 rail and 96 bus operators. Inside hardware: card keys in each chip. External comms: the tap, and the later aggregation of ride records. Labels allowed: ""NCMC"", ""Yikatong"", ""Riyadh"", ""T-money"", ""Suica / Pasmo"", plus a small ""Part 1 of 3"" corner tag. Variation within VSG-TRANSIT: a per-network optimisation comparison — distinct from Part 2's converging validator and Part 3's retail radiation.","Do not show NCMC and Suica as the same model — NCMC is interoperable open-loop EMV-based, Suica/Pasmo are Sony FeliCa closed-loop; Do not tag this image Part 2 or Part 3 — this is Part 1 of the three-part AFC series (India, China, Saudi Arabia, South Korea, Japan, South Africa); Do not draw satellites over the T-money flow — the 2020 body's ""satellite location data"" phrasing is garbled legacy copy, and the real mechanism is wireless aggregation to a depot access point, never a live online authorisation; Do not print the body's 2020 counts (80 million cards, 30,641 shops) as current figures","Five-column comparison of NCMC, Yikatong, Riyadh, T-money and Suica fare architectures, showing what each Asian network optimised for and where card keys stay.",ambisecure-blog-archive-public-transport-ticketing-part-1-1200x630.png,VSG-TRANSIT,blog-archive.png,Not started,"Held at P3: dated 2020 regional survey. SERIES: Part 1 of 3 with recs 118 (Part 2) and 117 (Part 3) — note the parts split by GEOGRAPHY, not by theme, despite intros implying otherwise; briefed to actual body. Body covers six regions; South Africa dropped from the visual to honour the five-node cap. Legacy-copy hazard flagged: the T-money ""satellite location data"" line is nonsense and must not be illustrated literally."
120,Blog,Challenges to IoT Security (Part 2) (Archive 2020),https://ambisecure.ambimat.com/blog/archive/iot-security-challenges-part-2/,SECURITY ANALYSIS,IoT security,Device identity; Embedded security,IoT security,3,"The hardest IoT security problems are post-deployment blind spots — compromise that nobody observes, on devices nobody monitors, running firmware nobody updates.",Device-security architect,You Can't Patch What You Can't See,The IoT Gaps That Stay Invisible,SECURITY EXPLAINER,DEVICE NETWORK,"Dominant object: a fleet grid of deployed devices seen from above, where only a thin minority are instrumented and legible — the rest fade toward unobservable. Five nodes only: (1) the compromised device sitting silent in the grid, indistinguishable from its neighbours because it never announces its own compromise, (2) the data path hopping device→mobile→cloud, where records leak in transit across hands, (3) the stale firmware marker, showing known exploits still live because updates are infrequent, (4) the small-scale target — a printer or camera — sitting deliberately under the detection threshold that catches large breaches, (5) the connected vehicle as the high-consequence tail of the same fleet. Inside hardware: deliberately little — the missing trust anchor is the argument, drawn as an unpopulated slot rather than a claimed fix. External comms: the multi-hop data path. Labels allowed: ""Unseen"", ""Data in transit"", ""Stale firmware"", ""Small-scale"", ""Vehicle"". Variation within VSG-THREAT-LANDSCAPE: a post-deployment fleet-observability grid — the companion Part 1 image owns the single-device attack-surface fan-out.","Do not brief this as the mitigations half of the series — the modern intro promises hardware root of trust, signed update and attestation, but the 2020 body lists further challenges and never delivers them; Do not tag this image Part 1 — this is Part 2 of the two-part IoT security series; Do not show blockchain or AI as a proven IoT security fix — the body mentions them only as things some organisations try; Do not depict a compromised device visibly signalling its own compromise — the page's whole point is that it does not; Do not imply an AmbiSecure secure element closes every gap shown","Fleet grid where a compromised IoT device stays indistinguishable from its neighbours, mapping the blind spots hardware-rooted identity is meant to narrow.",ambisecure-blog-archive-iot-security-challenges-part-2-1200x630.png,VSG-THREAT-LANDSCAPE,blog-archive.png,Not started,"Held at P3: 2020 threat enumeration, low differentiation. SERIES: Part 2 of 2 with rec 121 — shared VSG-THREAT-LANDSCAPE, distinct node sets (Part 1 = single-device attack surface, Part 2 = fleet observability); part tags must be correct. CONTENT MISMATCH FLAG: the page's modern intro and every cross-link describe Part 2 as ""practical mitigations: hardware root of trust, signed firmware update, attestation"", but the body headings are all further challenges. Briefed to the body; the framing gap warrants human review. Consolidation candidate with recs 116 and 121."
121,Blog,Challenges to IoT Security (Part 1) (Archive 2020),https://ambisecure.ambimat.com/blog/archive/iot-security-challenges-part-1/,SECURITY ANALYSIS,IoT security,Device identity; Embedded security; Secure Elements,IoT security,3,"A billion IoT devices talk to enterprise systems on default credentials, stale firmware, and unencrypted links — an attack surface that needs a trust anchor, not a patch.",Device-security architect,Default Passwords Still Run the Botnets,"A Billion Devices, A Billion Vectors",SECURITY EXPLAINER,CONCEPTUAL ILLUSTRATION,"Dominant object: one exposed IoT device at centre, with its attack surface fanning outward as labelled vectors rather than as a network. Five nodes only: (1) default credentials — literal ""admin / password"" — feeding a Mirai-style botnet recruitment arrow, (2) outdated firmware, left unpatched because manufacturers prioritise new devices over updates, (3) the missing encryption on a constrained link, where storage and processing headroom simply is not there, (4) the WAN segment — smart meters and street lights — where one trusted device compromised takes the municipal estate with it, (5) the empty trust-anchor slot on the die, drawn as unpopulated silicon where a device key in a secure element belongs. Inside hardware: nothing yet — that absence is the argument. External comms: the plaintext link leaving the device. Labels allowed: ""admin / password"", ""Firmware"", ""No encryption"", ""WAN"", ""Trust anchor"". Variation within VSG-THREAT-LANDSCAPE: a single-device attack-surface fan-out — the companion Part 2 image owns the fleet-observability grid.","Do not tag this image Part 2 — this is Part 1 of the two-part IoT security series, covering attack surface rather than mitigations; Do not draw phishing as a chip-level or on-device exploit — the body frames it as a vector against the operators and cloud consoles around the fleet; Do not show ""lack of encryption"" as fixable in software alone on constrained devices with no key store — the body's point is the headroom does not exist; Do not name or depict a real vendor's product as the Mirai-vulnerable device; Do not imply AmbiSecure scans, audits, or monitors deployed IoT fleets — the offering is hardware-rooted device identity","One IoT device with its attack surface fanned out — default credentials, stale firmware, plaintext links — and the empty slot where a trust anchor belongs.",ambisecure-blog-archive-iot-security-challenges-part-1-1200x630.png,VSG-THREAT-LANDSCAPE,blog-archive.png,Not started,"Held at P3: 2020 threat enumeration with dated case studies. SERIES: Part 1 of 2 with rec 120 — visually kin, node sets deliberately disjoint. Mirai reference is accurate to the body and safe as long as no real product is depicted. Consolidation candidate with recs 116 and 120 as a single durable IoT-security piece."
122,Blog,Lava Lamps and Cryptographic Entropy,https://ambisecure.ambimat.com/blog/lava-lamps-and-cryptographic-entropy/,TECHNICAL EXPLAINER,Other,Secure Elements; PKI; V2X,Cryptographic entropy,2,"Cloudflare's lava-lamp wall is one photogenic input to a much larger entropy pipeline, and the same TRNG-seeds-CSPRNG pattern sits inside every secure element behind FIDO, V2X, eSIM and smart cards.",Security practitioner,"Chaos in a Lobby, Entropy in Silicon",Every Key Starts as Physical Noise,TECHNICAL ARTICLE,CONCEPTUAL ILLUSTRATION,"Dominant object: two parallel entropy pipelines rendered in the same shape to make the architectural rhyme the point. Upper pipeline: lava-lamp wall (chaotic convection plus camera sensor noise) to raw multi-MB frame to SHA-256 digest to entropy pool. Lower pipeline: on-chip thermal-noise TRNG inside a secure-element boundary to conditioning to CSPRNG seed. Exactly five nodes across both: physical source, raw sample, hash conditioning, pool/seed, and the CSPRNG that produces the working key material. Inside hardware: the lower pipeline entirely — the SE's TRNG output never leaves as raw entropy. Externally: only keys and nonces derived downstream. Allowed labels: TRNG, CSPRNG, SHA-256, entropy pool, LavaRand. Must not imply the lava wall feeds any device's secure element.","Do not draw the lava-lamp wall seeding a secure element, a FIDO key or an eSIM — the SE has its own on-chip TRNG; do not present LavaRand as Cloudflare's sole entropy source, it is one input to a pool; do not imply AmbiSecure operates a lava-lamp wall or a Cloudflare facility; do not show a TRNG delivering the gigabit throughput that belongs to the CSPRNG; do not depict the entropy pool as a key store","Cloudflare's lava-lamp wall and a secure element's on-chip thermal TRNG follow the same pipeline shape: physical noise, hashing, then a seeded CSPRNG.",ambisecure-blog-lava-lamps-and-cryptographic-entropy-1200x630.png,VSG-ENTROPY-PIPELINE,blog.png,Not started,"Third-party brand (Cloudflare) is central to the hook; keep any lava-lamp rendering generic and unbranded, and keep the LavaRand facts attributable to Cloudflare's public Learning Center page. Human review suggested on brand depiction."
123,Blog,How V2X PKI Works,https://ambisecure.ambimat.com/blog/how-v2x-pki-works/,STANDARDS EXPLAINER,V2X,PKI; Certificate lifecycle; Connected mobility,V2X PKI architecture,1,V2X PKI diverges from web PKI by design: two issuing authorities split identity from authorisation so a signed safety message proves certified hardware without revealing which vehicle sent it.,Automotive-security engineer,Two Authorities Keep the Vehicle Anonymous,Certificates That Expire in Minutes,ARCHITECTURE,TRUST CHAIN,"Dominant object: the deliberate fork in the V2X hierarchy — a single Root CA splitting into Enrolment Authority and Authorisation Authority, the split drawn as the architectural centre rather than an implementation detail. Five nodes: Root CA, EA, AA, the ITS station (OBU) with its secure element, and the CRL/CTL distribution channel. Flow: EA issues one long-lived Enrolment Credential; AA issues batches of short-lived Pseudonym Certificates; the OBU signs a CAM at 10 Hz with the current PC. Inside hardware: the EC and the active PC batch, held in the OBU's tamper-resistant secure element. Externally: only signed messages on PC5 sidelink and pre-distributed revocation material. Variation within VSG-V2X-NETWORK: this is the hierarchy-and-fork view, not a road scene or a per-device lifecycle line. Allowed labels: Root CA, EA, AA, EC, PC, HashedId8, CAM, CRL/CTL, IEEE 1609.2, ETSI TS 102 941.","Do not let the EA see which PC the AA issued, or the AA see the vehicle's enrolment identity — the split is the privacy property; do not show a pseudonym certificate carrying a plate, VIN or owner identity; do not draw OCSP or any real-time online lookup on the PC5 sidelink verification path; do not swap the credential types — EA issues the EC, AA issues PC batches; do not show private keys leaving the OBU's secure element during Butterfly Key Expansion","The V2X trust fork: an Enrolment Authority and an Authorisation Authority split identity from authorisation so an OBU's signed CAM proves hardware, not identity.",ambisecure-blog-how-v2x-pki-works-1200x630.png,VSG-V2X-NETWORK,blog.png,Not started,
124,Blog,Device Identity at Manufacturing Scale,https://ambisecure.ambimat.com/blog/device-identity-at-manufacturing-scale/,ARCHITECTURE ARTICLE,Provisioning,Device identity; Certificate lifecycle; IoT security,Personalisation at scale,1,"A million non-clonable device identities demand HSM-derived per-device keys, SCP03 custody on the personalisation line, OTA rotation without recall, and revocation tuned to each connectivity tier.",Device-security architect,"One Million Devices, One Million Keys",The Line Decides the Fleet's Identity,ARCHITECTURE,LIFECYCLE,"Dominant object: a horizontal credential lifecycle spine running left to right across the whole frame, from factory to field. Five nodes: HSM cluster under split-knowledge custody deriving per-device material, personalisation host forwarding wrapped APDUs, SE programmer stations (1..N parallel) applying them under an SCP03 session, the append-only audit log capturing serial/operator/timestamp/attestation hash, and the fielded device doing OTA rotation under cryptographic continuity. A short branch off the field node fans revocation into three connectivity tiers: always-connected polls, intermittent refreshes on contact, offline pre-distributes. Inside hardware: the per-device key generated inside the SE boundary and never emitted. Externally: wrapped APDUs, attestation responses, audit entries. Variation within VSG-PKI-LIFECYCLE: factory-to-field spine with a revocation fan-out.","Do not show a plaintext key in the personalisation host, the programmer, or any manufacturing log; do not depict one shared master key burned into every unit — per-device derivation is the whole architecture; do not show per-device keys generated on the host rather than derived in the HSM and generated inside the SE boundary; do not draw OTA rotation as requiring return-to-base; do not give offline fleets a live revocation lookup","Factory-to-field identity: HSM-derived per-device keys land inside secure elements over SCP03, leave an append-only audit trail, then rotate over the air.",ambisecure-blog-device-identity-at-manufacturing-scale-1200x630.png,VSG-PKI-LIFECYCLE,blog.png,Not started,
125,Blog,Why Software-Only Device Trust Fails,https://ambisecure.ambimat.com/blog/why-software-only-device-trust-fails/,SECURITY ANALYSIS,Embedded security,Device identity; IoT security; Secure Elements,Embedded threat modelling,1,"Software-only device trust fails not because the cryptography is weak but because field deployment hands attackers physical access and unlimited time — a structural mismatch, not an implementation defect.",Embedded engineer,"The Environment, Not the Algorithm",Field Devices Break Software-Only Trust,SECURITY EXPLAINER,HARDWARE CUTAWAY,"Dominant object: a cutaway of a field-deployed board — MCU with internal flash plus an external SPI flash chip — annotated with the physical extraction vectors the page names. Five nodes maximum: exposed JTAG/SWD debug pads, external SPI flash under a SOIC clip, the MCU holding the decryption key, the firmware image, and the fleet of cloned devices that one extracted key produces. The flow runs bench equipment to flash contents to key to fleet-wide clone, showing why 'rare per machine' becomes 'certain across the fleet'. Nothing here is inside a protected boundary — that absence is the point; a small inset shows what a tamper-resistant boundary would have contained. Variation within VSG-THREAT-LANDSCAPE: a physical board teardown, distinct from rec 63's cost ladder. Allowed labels: JTAG, SWD, SPI flash, lock bits, ECDSA-P256.","Do not suggest the cryptography is broken — the page is explicit that ECDSA-P256 over SHA-256 is sound; the key's location is the flaw; do not equate a TPM with a secure element, the page ranks them separately; do not show an attacker on the network as the primary threat when the model is physical access with unlimited dwell time; do not imply lock bits alone defeat flash extraction","A field device teardown showing why firmware-stored keys fall: exposed debug pads, an external SPI flash under a clip, and one extraction cloning a whole fleet.",ambisecure-blog-why-software-only-device-trust-fails-1200x630.png,VSG-THREAT-LANDSCAPE,blog.png,Not started,
126,Blog,EU Cyber Resilience Act for IoT & Hardware,https://ambisecure.ambimat.com/blog/eu-cyber-resilience-act-connected-hardware-iot/,INDUSTRY ARTICLE,IoT security,Embedded security; Device identity; Smart cities,Regulation & product security,1,"The EU Cyber Resilience Act makes cybersecurity a whole-life product requirement for anything connected, and the hardware decisions behind it have to be made well before the 2027 deadline.",Connected-product OEM,"Two CRA Dates, Long Hardware Lead Times",Security Becomes a Product Requirement,BLOG,TIMELINE,"Dominant object: a horizontal compliance timeline with two hard anchors marked — 11 September 2026 (reporting obligations for actively exploited vulnerabilities and severe incidents) and 11 December 2027 (main body of manufacturer obligations). Beneath the line, a hardware programme's lead-time bars run backwards from those dates and visibly start before today: silicon selection, provisioning-line build, certification. Five nodes: the two dates, plus the three lead-time bars. The visual argument is that the gap between the dates is not slack. Nothing inside a hardware boundary here; the external flow is documentation and evidence heading toward conformity assessment. Allowed labels: the two dates verbatim, 'products with digital elements', 'secure by design and by default'. Must not depict AmbiSecure as issuing or granting conformity.","Do not show a CE mark being applied or granted by AmbiSecure — conformity assessment is the manufacturer's process; do not state a product class (default, important, critical) for any device, the page defers that to official EU text; do not imply buying a component confers CRA compliance; do not present the two dates as one deadline or reorder them; do not frame this article as legal advice","The CRA calendar for connected hardware: reporting duties from September 2026, manufacturer obligations from December 2027, and the silicon lead times behind both.",ambisecure-blog-eu-cyber-resilience-act-connected-hardware-iot-1200x630.png,VSG-TIMELINE,blog.png,Not started,"Regulatory content — the page carries an explicit disclaimer that AmbiSecure products do not replace conformity assessment or legal review. Image must not weaken that. Related to rec 127 (same CRA cluster) but distinct angle: 126 is scope and dates, 127 is the trust-layer architecture. Not a consolidation candidate."
127,Blog,CRA Secure by Design: Hardware-Backed Trust,https://ambisecure.ambimat.com/blog/cra-secure-by-design-hardware-backed-trust/,TECHNICAL EXPLAINER,Embedded security,Device identity; IoT security; Smart cities,Secure-by-design architecture,1,"Secure by design, for connected hardware, reduces to one question a patch cannot answer later — can an attacker holding the device extract its keys — and that is settled by the trust layer in silicon.",Device-security architect,Can an Attacker Extract Your Keys,Secure by Design Starts in Silicon,SECURITY EXPLAINER,TRUST CHAIN,"Dominant object: a smart-city or IoT node with the AmbiSEC module drawn as the root of a trust chain rising through the stack — hardware root of trust, non-extractable per-device key, authenticated firmware verifier, then application firmware at the top. Five nodes: AmbiSEC root of trust, per-device identity key, secure OTA update verifier, application firmware, and the back end that distinguishes a genuine device from a clone. The four design-time questions the page poses (where keys live, per-device identity, update authentication, rotation and revocation) annotate the chain. Inside hardware: the private key and the verifier's root key, both below the firmware line. Externally: signed attestations and authenticated update packages. Variation within VSG-IOT-DEVICE: a bottom-up trust chain anchored in a named module, not a device network or a factory line.","Do not show application firmware able to read the private key — the page's core question is precisely that it cannot; do not place the update-verification root key in rewritable firmware; do not depict AmbiSEC as delivering CRA compliance or conformity assessment, the page says it supports readiness only; do not show a shared master key across the node population; do not imply a firmware update can retrofit a hardware root of trust","AmbiSEC as the trust layer under a connected node: keys and the update verifier sit below the firmware line, so application code can never read what it protects.",ambisecure-blog-cra-secure-by-design-hardware-backed-trust-1200x630.png,VSG-IOT-DEVICE,blog.png,Not started,"Regulatory adjacency — page carries an explicit CRA disclaimer; the image must not imply compliance is conferred by AmbiSEC. Pairs with rec 126; keep the two visually distinct (126 = dates timeline, 127 = silicon trust chain)."
128,Blog,CRA Vulnerability Handling & Lifecycle,https://ambisecure.ambimat.com/blog/cra-vulnerability-handling-product-lifecycle-security/,STANDARDS EXPLAINER,IoT security,Device identity; Certificate lifecycle; Embedded security,Regulation & product security,1,"The CRA turns vulnerability handling into a continuous obligation across a declared support period, and the evidence and update channel must exist before the 11 September 2026 reporting date.",Connected-product OEM,CRA Reporting Clock Starts September 2026,The Update Channel Is the Obligation,SECURITY EXPLAINER,LIFECYCLE,"Dominant object is a horizontal support-period rail running left to right, with the product ship date at the left and the declared end-of-support at the right; two date markers sit on the rail, 11 Sep 2026 (reporting obligations) and 11 Dec 2027 (main obligations). The technical flow is the staged notification model branching upward off the rail at an 'awareness' point: five nodes only — Awareness, Early-warning notification, Fuller notification (~72 h), Final report, and the signed update pushed back down to the fielded device. What stays inside hardware is the update-verification trust anchor and the device key held in the secure element, drawn as a small sealed block on the rail; what communicates externally is the notification arrow to the authority and the coordinated-disclosure inbox arrow inbound from a researcher. Allowed labels: CRA, 11 Sep 2026, 11 Dec 2027, ~72 h, SBOM, support period. Must not imply the timeline is a certified compliance path or that AmbiSecure performs conformity assessment. Within VSG-TIMELINE this is the only concept built on a regulatory date rail with an inbound disclosure channel.",Do not depict CRA compliance as a product or certificate AmbiSecure can supply; do not present the ~72 h staged timeline as exact statutory text rather than the planning shape; do not draw an SBOM as a vulnerability scanner or as automatic remediation; do not show the update arriving without signature verification inside the device,"Staged CRA reporting timeline from awareness to final report, with the support-period rail and the signed update channel a connected product must keep open.",ambisecure-blog-cra-vulnerability-handling-product-lifecycle-security-1200x630.png,VSG-TIMELINE,blog.png,Not started,"Page carries an explicit legal disclaimer (no conformity assessment, no legal review). Keep the image strictly architectural — no compliance-badge imagery."
129,Blog,AmbiSecure Products & CRA Readiness,https://ambisecure.ambimat.com/blog/ambisecure-products-cra-readiness/,PRODUCT EDUCATION,Device identity,Secure Elements; Phishing-resistant authentication; IoT security,Product security & compliance mapping,1,"CRA readiness is a process obligation, but several CRA-aligned security needs map cleanly onto AmbiSecure building blocks — AmbiSEC device identity and key storage, OnePass and FIDO for phishing-resistant access, BioKey for user authentication.",Technical evaluator,CRA Is Not a Product You Buy,"Where AmbiSEC, OnePass and BioKey Fit",TECHNICAL ARTICLE,COMPARISON,"Dominant object is a three-column mapping table — CRA-aligned need | product-security challenge | AmbiSecure building block — rendered as stacked cards rather than a grid, with the foundation rows visually weighted at the bottom. The relationship is bottom-up dependency: five rows only — Hardware-backed device identity (AmbiSEC), Secure key storage & on-chip crypto (AmbiSEC), Phishing-resistant access (FIDO validation server + OnePass), Multi-application credential (OnePass: DESFire + FIDO + NDEF), Secure user authentication (BioKey). What stays inside hardware is the per-device key generated in and never leaving the tamper-resistant secure element, drawn as a sealed cell inside the AmbiSEC rows; what communicates externally is the attested identity assertion and the sign/verify result leaving the module, never the key. Allowed labels: AmbiSEC, OnePass, BioKey, FIDO2, PIV, DESFire, NDEF. Must not imply the table is a compliance checklist or that any row discharges a CRA obligation. Within VSG-COMPARISON-MATRIX this is the need-to-product mapping variant; rec 132 is the credential-class matrix.","Do not render the mapping as a compliance checklist with ticks or a CRA conformity badge; do not show private keys reaching application firmware from AmbiSEC; do not show OnePass as separate cards per function when the point is one credential carrying DESFire, FIDO and NDEF; do not attribute certifications or conformity assessment to AmbiSecure products","Mapping table pairing CRA-aligned security needs with AmbiSecure building blocks — AmbiSEC device identity, OnePass credentials and BioKey user authentication.",ambisecure-blog-ambisecure-products-cra-readiness-1200x630.png,VSG-COMPARISON-MATRIX,blog.png,Not started,ACCURACY FLAG: this page writes 'ONE Pass' (20 occurrences) while the rest of the site uses 'OnePass' (445 occurrences). Brief uses OnePass per spec; recommend a human fix on the page body for consistency.
130,Blog,Secure Elements in Connected Vehicles,https://ambisecure.ambimat.com/blog/secure-elements-in-connected-vehicles/,ARCHITECTURE ARTICLE,Secure Elements,V2X; Connected mobility; Embedded security,Automotive hardware security,1,"In field-deployed OBUs and RSUs the attacker has physical access and unlimited time, so identity has to be rooted in a discrete tamper-resistant secure element rather than in firmware.",Automotive-security engineer,The Keys Cannot Live in Software,Nano-Card or MFF2: The OBU Decision,ARCHITECTURE,HARDWARE CUTAWAY,"Dominant object is a cutaway of a discrete secure element seated on an OBU board, drawn as a tamper boundary containing a CPU with secure RAM, a non-extractable key store, and a crypto coprocessor. The relationship is a narrow command surface: five nodes only — tamper boundary, key store, crypto engine, host MCU outside the boundary, and the PC5 antenna beyond it. What stays inside hardware is every private key and every signing operation; the boundary is crossed only by a command in and a signature or verify result out. What communicates externally is the signed V2X message leaving via the host MCU to the antenna, plus a signed-boot measurement arrow. Allowed labels: MFF2, nano-card, ISO/IEC 7816, I2C/SPI, EC/PC key store, PC5. Must not imply the SE is a general-purpose coprocessor running application code. Within VSG-SE-ARCHITECTURE this is the single-die cutaway inside a vehicle unit; rec 133 is the three-zone siting comparison.",Do not draw any key or key material crossing the tamper boundary to the host MCU or flash; do not render the secure element as a rack-mount HSM or a motherboard TPM; do not show contact pads or a removable socket on a solder-down MFF2 package; do not depict the SE as executing OBU application firmware rather than a narrow key-custody command set,"Cutaway of a tamper-resistant secure element inside a V2X on-board unit, showing key custody that stays on-chip while the host MCU only passes commands.",ambisecure-blog-secure-elements-in-connected-vehicles-1200x630.png,VSG-SE-ARCHITECTURE,blog.png,Not started,"Body attributes CC EAL6+ to the underlying secure-element silicon at chip level, not to AmbiSecure as a vendor certification — do not put a certification badge on the image."
